#NAME	CHROM	STRAND	TX_START	TX_END	EXON_START	EXON_END	CDS_START	CDS_END
ENST00000373447.8	chr20	-	37983020	38033456	37983020,37996374,37996748,37999187,38002627,38006196,38011514,38033403,	37983639,37996462,37996953,37999328,38002776,38006397,38013857,38033456,	37983458	38013816
ENST00000373433.9	chr20	+	38033745	38092364	38033745,38040434,38048347,38057531,38059393,38066080,38089725,	38034098,38040564,38048481,38057644,38059520,38066256,38092364,	38033947	38089872
ENST00000361475.7	chr20	-	38127384	38165270	38127384,38131092,38132339,38138112,38139411,38141281,38142063,38146716,38147960,38150938,38155846,38161419,38165188,	38130369,38131229,38132500,38138385,38139654,38141385,38142199,38146894,38148089,38151057,38156089,38161599,38165270,	38130221	38165198
ENST00000279024.9	chr20	-	38210502	38260735	38210502,38217252,38218243,38219629,38222448,38223537,38225664,38227153,38228146,38231201,38239527,38240581,38245928,38260497,	38213743,38217474,38218366,38219768,38222597,38223636,38225781,38227240,38228240,38231325,38239725,38241929,38246126,38260735,	38213044	38260500
ENST00000642449.2	chr20	+	38304155	38337505	38304155,38307566,38308929,38310490,38311873,38318412,38320182,38323869,38324773,38326264,38327587,38331047,38334429,38335597,38337145,	38304353,38307681,38309058,38310652,38311937,38318476,38320274,38324046,38324833,38326432,38327655,38331090,38334493,38335674,38337505,	38304223	38337181
ENST00000216923.5	chr20	-	52151277	52191779	52151277,52160122,52164694,52165863,52186831,52191590,	52153428,52160374,52164757,52166025,52187071,52191779,	52152148	52191636
ENST00000395863.8	chr20	-	57168752	57266641	57168752,57173199,57174930,57183721,57202474,57228228,57265704,	57171108,57173310,57175007,57183919,57202623,57228421,57266641,	57170961	57266122
ENST00000372230.10	chr20	-	46345983	46364425	46345983,46350760,46352050,46354881,46355072,46355801,46356573,46357622,46358386,46364370,	46350524,46350890,46352226,46354965,46355241,46355874,46356637,46357773,46358763,46364425,	46350396	46358506
ENST00000290246.11	chr20	-	46366049	46406615	46366049,46368890,46370442,46371351,46371578,46371805,46373398,46374331,46374535,46375235,46375667,46380252,46383415,46386123,46387337,46389038,46393092,46393528,46394048,46394404,46398696,46406547,	46367560,46368968,46370525,46371459,46371691,46371969,46373535,46374440,46374640,46375370,46375790,46380303,46383494,46386275,46387437,46389220,46393143,46393601,46394089,46394532,46398771,46406615,	46367362	46394482
ENST00000608990.6	chr20	-	32631624	32673941	32631624,32640565,32649254,32651017,32651732,32673631,	32634270,32640687,32650881,32651166,32651981,32673941,	32650434	32651152
ENST00000400522.9	chr20	+	32858922	32961845	32858922,32863782,32867581,32875925,32878703,32885504,32889300,32892212,32893173,32896453,32898492,32906561,32906842,32908274,32909820,32911479,32912793,32917300,32918361,32920077,32930397,32931177,32943635,32958420,32959777,32960062,32961135,	32859006,32863834,32867747,32876044,32878807,32885640,32889406,32892297,32893298,32896527,32898623,32906629,32906994,32908412,32909931,32911707,32912864,32917505,32918574,32920215,32930616,32931336,32943804,32958550,32959982,32960161,32961845,	32863792	32961606
ENST00000370179.8	chr20	+	63520764	63522206	63520764,63521283,63521511,63521667,	63520894,63521363,63521589,63522206,	63521308	63521876
ENST00000718285.1	chr20	-	58818917	58850902	58818917,58841936,58842432,58848878,58850662,	58819255,58842216,58842545,58848917,58850902,	-1	-1
ENST00000398174.9	chr20	+	31514441	31569543	31514441,31527483,31538178,31544946,31549028,31549206,31550063,31554745,31559610,31561633,31566209,31568077,31569119,	31514734,31527582,31538261,31545035,31549114,31549332,31550121,31554829,31559647,31561736,31566295,31568224,31569543,	31514551	31569216
ENST00000394552.4	chr20	+	31547378	31548081	31547378,	31548081,	31547503	31548046
ENST00000376112.4	chr20	+	31605288	31606510	31605288,31606052,	31605813,31606510,	31605387	31606091
ENST00000358864.2	chr20	+	2536572	2643580	2536572,2537268,2558455,2561857,2572178,2579145,2579949,2592309,2594824,2597150,2602112,2610418,2612190,2613193,2616136,2617071,2624270,2635925,2637473,2641133,	2536655,2537316,2558774,2562010,2572269,2579227,2580056,2592408,2594967,2597298,2602301,2610598,2612340,2613322,2616204,2617311,2624396,2636004,2637591,2643580,	2536621	2641348
ENST00000329276.10	chr20	+	2652631	2658393	2652631,2652841,2653278,2654413,2654748,2655324,2655594,2655933,2656400,2656773,2657080,2657928,	2652663,2652931,2653393,2654575,2654947,2655512,2655746,2656034,2656549,2656895,2657218,2658393,	2652660	2658291
ENST00000380843.9	chr20	-	2658394	2664216	2658394,2659524,2659698,2660029,2660262,2660456,2660696,2660908,2663445,2663659,2663924,2664152,	2658837,2659585,2659793,2660176,2660365,2660590,2660829,2660969,2663566,2663758,2664005,2664216,	2658753	2664188
ENST00000372806.8	chr20	+	44966511	45080021	44966511,44972077,44978442,44981828,44987131,44995089,44997168,45000391,45001166,45024972,45075017,	44966603,44972158,44978571,44981943,44987296,44995257,44997306,45000520,45001353,45025130,45080021,	44966568	45075173
ENST00000303004.5	chr20	+	50190829	50192668	50190829,	50192668,	50191033	50192068
ENST00000379019.7	chr20	-	5544438	5611006	5544438,5557944,5558683,5559939,5561464,5565016,5566732,5567482,5570146,5573914,5575412,5575815,5578379,5580007,5584280,5586193,5593326,5598724,5604363,5610841,	5547850,5558105,5558819,5560076,5561530,5565078,5566772,5567560,5570239,5573969,5575545,5575978,5578611,5580131,5584322,5586269,5593411,5598821,5604440,5611006,	5547663	5604412
ENST00000420705.3	chr20	-	21092808	21106358	21092808,21106270,	21093852,21106358,	-1	-1
ENST00000351817.5	chr20	-	21395364	21397526	21395364,21396957,	21396533,21397526,	21395913	21397399
ENST00000377142.5	chr20	-	21511016	21514064	21511016,21513410,	21512485,21514064,	21511925	21513669
ENST00000289431.10	chr20	-	49903390	49915529	49903390,49908154,49915379,	49906845,49908592,49915529,	49905621	49908490
ENST00000244061.6	chr20	+	49936396	49953885	49936396,49941560,49945381,49946135,49949247,49952075,	49936552,49941711,49945488,49946250,49949355,49953885,	49936412	49952138
ENST00000244050.3	chr20	+	49982979	49988886	49982979,49983823,49987871,	49983141,49984351,49988886,	49983059	49988053
ENST00000246006.5	chr20	-	23079359	23086324	23079359,23084258,	23083974,23086324,	23083952	23086192
ENST00000201031.3	chr20	+	56629305	56639283	56629305,56631204,56631804,56633352,56634149,56636609,56637727,	56629592,56631690,56631856,56633569,56634268,56636754,56639283,	56629544	56638010
ENST00000217407.3	chr20	+	38346481	38377013	38346481,38349547,38350810,38354283,38355345,38360703,38363974,38364575,38366768,38368994,38370737,38371279,38373071,38373936,38376624,	38346640,38349662,38350939,38354439,38355409,38360767,38364066,38364752,38366828,38369162,38370805,38371322,38373135,38374013,38377013,	38346516	38376666
ENST00000701521.2	chr20	-	38420587	38435328	38420587,38421005,38422086,38425934,38426418,38431040,38434503,38435026,	38420900,38421098,38422241,38426052,38426503,38431112,38434626,38435328,	-1	-1
ENST00000376709.9	chr20	-	25075462	25082141	25075462,25077684,25078828,25079435,25081672,	25076550,25077865,25078952,25079514,25082141,	25076263	25082096
ENST00000376652.9	chr20	+	25195711	25228075	25195711,25206521,25207075,25209848,25213262,25214866,25215675,25216647,25217501,25218549,25221231,25222837,25224100,25225204,25225498,	25195867,25206590,25207397,25209925,25213406,25214942,25215711,25216736,25217581,25218614,25221333,25222978,25224157,25225317,25228075,	25206536	25225594
ENST00000327619.10	chr20	+	46894842	47188844	46894842,46990000,47001427,47004941,47016180,47072184,47074157,47089238,47097084,47143058,47169138,47172706,47179797,47180814,47183290,47188052,	46894987,46990119,47001473,47005084,47016297,47072252,47074335,47089381,47097168,47143148,47169197,47172867,47179912,47180936,47183391,47188844,	46990010	47188130
ENST00000471951.7	chr20	-	47209213	47356699	47209213,47212641,47220257,47221313,47224316,47227202,47229725,47236325,47238757,47246007,47249286,47262287,47276313,47282101,47283570,47287228,47290186,47291795,47294665,47298728,47310055,47347855,47356656,	47210897,47212725,47220324,47221474,47224556,47227281,47229806,47236516,47239138,47246517,47249439,47262428,47276795,47282217,47283648,47287284,47290274,47291888,47294779,47298947,47310204,47347926,47356699,	47210763	47356670
ENST00000467148.2	chr20	-	63558085	63574239	63558085,63559927,63560170,63560478,63560794,63561081,63561349,63561600,63561822,63562071,63562287,63562519,63566377,63566843,63568357,63569147,63570503,63570684,63572107,63574183,	63559370,63560095,63560327,63560697,63560929,63561274,63561466,63561745,63561984,63562203,63562382,63566231,63566453,63567627,63568999,63569665,63570611,63570868,63573221,63574239,	63559248	63572385
ENST00000371075.7	chr20	+	58839747	58911192	58839747,58895611,58898940,58903527,58903671,58905382,58909161,58909349,58909520,58909683,58909950,58910333,58910682,	58840886,58895684,58898985,58903585,58903791,58905480,58909216,58909423,58909579,58909804,58910081,58910401,58911192,	58840106	58840841
ENST00000371100.9	chr20	+	58852715	58911192	58852715,58895611,58898940,58903530,58903671,58905382,58909161,58909349,58909520,58909683,58909950,58910333,58910682,	58855333,58895684,58898985,58903585,58903791,58905480,58909216,58909423,58909579,58909804,58910081,58910401,58911192,	58853265	58910826
ENST00000371085.8	chr20	+	58891420	58911192	58891420,58895611,58898940,58903530,58903671,58905382,58909161,58909349,58909520,58909683,58909950,58910333,58910682,	58891865,58895684,58898985,58903585,58903791,58905480,58909216,58909423,58909579,58909804,58910081,58910401,58911192,	58891726	58910826
ENST00000337938.7	chr20	+	59300610	59325992	59300610,59301409,59321016,59322371,59324330,	59300864,59301722,59321193,59322417,59325992,	59300812	59324456
ENST00000217182.6	chr20	-	63488013	63499083	63488013,63488917,63490478,63493136,63494804,63495855,63497619,63499057,	63488425,63489152,63490735,63493287,63495101,63496035,63497834,63499083,	63488300	63497763
ENST00000284885.8	chr21	-	18269115	18403785	18269115,18275196,18278963,18281039,18294269,18294602,18297733,18312944,18315145,18326431,18329168,18332083,18341412,18343505,18343954,18352902,18353722,18359756,18365139,18372192,18379282,18383626,18397878,18398198,18403477,	18270124,18275336,18279059,18281221,18294444,18294652,18297829,18313077,18315256,18326572,18329294,18332173,18341548,18343656,18344060,18353052,18353863,18359863,18365248,18372324,18379318,18383778,18397946,18398329,18403785,	18269971	18403622
ENST00000284878.12	chr21	+	17513042	17570100	17513042,17547026,17551748,17558975,17560701,17561337,17565427,	17513172,17547193,17551953,17559131,17560824,17561476,17570100,	17513129	17565689
ENST00000382751.4	chr21	-	32311017	32393012	32311017,32316465,32317675,32319216,32320530,32321800,32322477,32324490,32325228,32333316,32334162,32337093,32337403,32338706,32341465,32344569,32345373,32346955,32349303,32350703,32352709,32353932,32354858,32355448,32357536,32359795,32361006,32361891,32363155,32366617,32368402,32372506,32373646,32375397,32378444,32383421,32384312,32385544,32392768,	32315099,32317065,32317917,32319414,32320640,32321944,32322584,32324602,32325389,32333419,32334334,32337157,32337514,32338900,32341524,32344756,32345575,32347811,32349483,32350922,32352906,32354103,32354997,32355565,32357656,32359908,32361123,32362021,32363329,32366755,32368598,32372631,32373772,32375483,32378541,32383554,32384464,32385684,32393012,	32314920	32392910
ENST00000416044.1	chr21	-	30289144	30289514	30289144,	30289514,	30289184	30289490
ENST00000480456.6	chr21	+	25639257	25717562	25639257,25683882,25689865,25693755,25698676,25702169,25705978,25709433,25712339,25714639,	25639888,25683948,25689973,25693908,25698879,25702269,25706086,25709449,25712382,25717562,	25639821	25714669
ENST00000286808.5	chr21	-	30165564	30166805	30165564,	30166805,	30165945	30166617
ENST00000340345.6	chr21	-	30281308	30282950	30281308,	30282950,	30282170	30282932
ENST00000286835.12	chr21	-	31670999	31732118	31670999,31685048,31685397,31685567,31688306,31690796,31691816,31692348,31693293,31694203,31694812,31696112,31696568,31700994,31701775,31702243,31703764,31705422,31706273,31731662,	31672354,31685240,31685484,31685733,31688464,31690953,31691930,31692449,31693484,31694289,31694980,31696221,31696750,31701171,31701918,31702379,31703926,31705467,31706357,31732118,	31671401	31731692
ENST00000400546.6	chr21	+	20998408	21543329	20998408,21280577,21284193,21286268,21292103,21324382,21335504,21338388,21373862,21410273,21418472,21432107,21466605,21468661,21477290,21508850,21534536,21537845,	20998618,21280652,21284400,21286412,21292241,21324500,21335665,21338534,21374013,21410461,21418569,21432281,21466725,21468783,21477471,21509055,21534656,21543329,	20998563	21537954
ENST00000399899.2	chr21	-	30214005	30216097	30214005,	30216097,	30215250	30215925
ENST00000270112.7	chr21	+	31873019	32004064	31873019,31924467,31940164,31946035,31958842,31968249,31974554,31983525,31990128,31995767,31998525,	31873935,31924760,31940220,31946171,31958970,31968385,31974717,31983609,31990176,31995948,32004064,	31873674	31999181
ENST00000284881.9	chr21	-	17788973	17819356	17788973,17795207,17796581,17818191,17819302,	17793581,17795270,17797118,17818325,17819356,	17793417	17818318
ENST00000400485.6	chr21	+	36320196	36376632	36320196,36333645,36336873,36337731,36338773,36341398,36344578,36344911,36349310,36356619,36359954,36360183,36362182,36364092,36368987,36372373,36375142,	36320303,36333718,36337006,36337946,36338921,36341546,36344707,36345031,36349408,36356724,36360077,36360258,36362228,36364259,36369876,36372531,36376632,	36320264	36375293
ENST00000331923.9	chr21	-	32733898	32771755	32733898,32737253,32738172,32743247,32743677,32744791,32745573,32748498,32750916,32751118,32755229,32759079,32759776,32761058,32762095,32764347,32769813,32771325,	32735067,32737408,32738319,32743314,32743754,32744913,32745718,32748698,32751032,32751218,32755353,32759269,32759994,32761162,32762317,32764524,32769942,32771755,	32734952	32771668
ENST00000479548.2	chr21	-	32790672	32813703	32790672,32807641,32810573,32813591,	32794485,32807716,32810654,32813703,	32793764	32794421
ENST00000299295.7	chr21	+	18244832	18267370	18244832,18256508,18256969,18260199,18262790,18265953,	18245302,18256818,18257127,18260286,18262893,18267370,	18245223	18266035
ENST00000286800.8	chr21	+	29298921	29346148	29298921,29321220,29326058,29329486,29342398,	29298953,29321514,29327393,29329693,29346148,	29321280	29342830
ENST00000360938.8	chr21	+	38805928	38824955	38805928,38810034,38813002,38814272,38814780,38817007,38818424,38819502,38821585,38822673,	38806120,38810106,38813114,38814392,38814981,38817091,38818646,38819766,38821704,38824955,	38810034	38822886
ENST00000398938.7	chr21	+	38256990	38307357	38256990,38296925,38299243,	38257185,38297023,38307357,	38299261	38300386
ENST00000381554.8	chr21	-	33589340	33641741	33589340,33591161,33595730,33597279,33599149,33602233,33603403,33613537,33616705,33621995,33624682,33631485,33641680,	33589921,33591207,33595836,33597401,33599248,33602345,33603537,33613606,33616750,33622068,33624760,33631557,33641741,	33589824	33631551
ENST00000303775.10	chr21	-	28872190	28885367	28872190,28878191,28879869,28882159,28882984,28885211,	28876491,28878333,28879953,28882250,28883071,28885367,	28876387	28885345
ENST00000284987.6	chr21	-	26917921	26967088	26917921,26929885,26932003,26932860,26934465,26943379,26954738,26965287,	26924620,26930061,26932179,26933044,26934749,26943547,26954871,26967088,	26924055	26966391
ENST00000380486.4	chr21	-	41885111	41954018	41885111,41899052,41901621,41905723,41906991,41907659,41909458,41912331,41914597,41918104,41918855,41921971,41942146,41953369,	41889344,41899362,41901749,41905837,41907166,41907784,41909523,41912440,41914721,41918227,41918960,41922085,41942245,41954018,	41889126	41953648
ENST00000310826.10	chr21	-	41986830	42010360	41986830,42002896,42010251,	41994108,42002961,42010360,	41990897	41994095
